"","UserId","0h-2h","2h-4h","4h-6h","6h-8h","8h-10h","10h-12h","12h-14h","14h-16h","16h-18h","18h-20h","20h-22h","22h-0h"
"25","AATkJvIxNoA=",0,0,0,0,4.8780487804878,61.3240418118467,17.4216027874564,5.92334494773519,6.96864111498258,3.48432055749129,0,0
"26","AARGUvIxNoA=",0,0,0,24.390243902439,26.219512195122,14.0243902439024,35.3658536585366,0,0,0,0,0
"27","AAQ2RfIxNoA=",0,0,0,0,0,17.7705977382876,2.58481421647819,0,51.0500807754443,18.0936995153473,10.5008077544426,0
"28","AASBcvIxNoA=",0,0,0,37.8313253012048,30.3614457831325,0,5.54216867469879,22.6506024096386,3.6144578313253,0,0,0
"29","AAS4KPIxNoA=",0,0,0,0,25.2212389380531,1.54867256637168,12.6106194690265,15.929203539823,44.6902654867257,0,0,0
"30","AARmIvIxNoA=",0,0,0,37.2340425531915,0,0,30.8510638297872,31.9148936170213,0,0,0,0
"31","dfEAUkV9oGE=",0,0,0,0,0,0,0,70.7423580786026,0,29.2576419213974,0,0
"32","4ZW5ZaRujmE=",0,0,0,5.16304347826087,29.3478260869565,6.52173913043478,7.33695652173913,25.2717391304348,21.195652173913,5.16304347826087,0,0
"33","AAQGafIxNoE=",0,0,0,100,0,0,0,0,0,0,0,0
"34","8fMJqHPUWmE=",0,0,0,28.5714285714286,0,28.5714285714286,0,42.8571428571429,0,0,0,0
"35","AAQCQfIxNoA=",0,0,0,100,0,0,0,0,0,0,0,0
"36","K3bBpMcKKWE=",0,0,0,0,0,4,14.4615384615385,45.8461538461538,35.6923076923077,0,0,0
"37","PvenoRIF+mE=",0,0,0,17.1768707482993,19.7278911564626,0,15.9863945578231,44.3877551020408,2.72108843537415,0,0,0
"38","j9qrmDNT52E=",0,0,0,12.8205128205128,0,0,0,0,87.1794871794872,0,0,0
"39","XO488+UnIGE=",0,0,0,0,0,0,0,75,25,0,0,0
"40","AAQkWvIxNoE=",0,0,0,4.31034482758621,43.1034482758621,0,46.551724137931,6.03448275862069,0,0,0,0
"41","AARqO/IxNoA=",0,0,0,0,25.609756097561,0,71.9512195121951,2.4390243902439,0,0,0,0
